"Transaction ID","Due/Scheduled date","Date paid","Type","Amount","Currency","FX rate on transaction date","Amount (EUR)","Counterparty","Expense category","Channel/warehouse","Status","Reconciled","Supporting document","Notes","PO#/Shipment Ref"
"TXN-0102","2026-08-20","2026-08-20","vendor payment","471.75","EUR","","471.75","Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","166.57 EUR_26.06.2026_Hangzhou Miqiu Internet Technology Co., Ltd.pdf","",""
"TXN-0103","2026-08-20","2026-08-20","vendor payment","563.11","EUR","","563.11","Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","3534.78 EUR_26.06.2026_Hangzhou Miqiu Internet Technology Co.,Ltd (1).pdf","",""
"TXN-0104","2026-08-20","2026-08-20","vendor payment","1162.87","EUR","","1162.87","Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","1738.82 EUR _26.06.2026_Hangzhou Miqiu Internet Technology Co.,Ltd (1).pdf","",""
"TXN-0105","2026-08-20","2026-08-20","vendor payment","430.48","EUR","","430.48","Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","639,82 EUR_27.06.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0106","2026-08-20","2026-08-20","vendor payment","574.41","EUR","","574.41","Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","1906.55 EUR_29.06.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0107","2026-08-20","2026-08-20","vendor payment","8.91","EUR","","8.91","Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","458,55 EUR_01.07.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0108","2026-08-21","2026-08-21","vendor payment","6725","USD","0.8567","5761.3075","MBS LOGISTICS LTD.","Freight & Customs (incl. taxes)","","paid","FALSE","118.97 EUR_02.07.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","","PO1-Wave4-Container1 WAE2026071000047"
"TXN-0109","2026-08-21","2026-08-21","vendor payment","14674.57","EUR","","14674.57","An LMAR GmbH","Freight & Customs (incl. taxes)","","paid","FALSE","618.63 EUR_30.06.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","","PO1-Wave4-Container1 WAE2026071000047"
"TXN-0110","2026-08-22","2026-08-22","vendor payment","13821.93","EUR","","13821.93","fly fulfillment GmbH","Fulfillment","","paid","FALSE","1660.84 EUR_06.07.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0111","2026-08-25","2026-08-25","vendor payment","3410.84","EUR","","3410.84","Deutsche Post AG","Last Mile","","paid","FALSE","893.26 EUR_07.07.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0112","2026-08-25","2026-08-25","vendor payment","13032.88","EUR","","13032.88","Deutsche Post AG","Last Mile","","paid","FALSE","613,39 EUR_08.07.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0113","2026-08-26","2026-08-26","vendor payment","569.97","EUR","","569.97","Deutsche Post AG","Last Mile","","paid","FALSE","115.97 EUR_03.07.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0114","2026-08-26","2026-08-26","vendor payment","1704.21","EUR","","1704.21","Deutsche Post AG","Last Mile","","paid","FALSE","435.95 EUR_04.07.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0115","2026-08-25","2026-08-25","vendor payment","805","USD","0.8574","690.207","An Shanghai WEIPU Testing Technology Group Co., LTD.","Goods","","paid","FALSE","603.96 EUR_09.07.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0116","2026-08-27","2026-08-27","vendor payment","13675","USD","0.8583","11737.252499999999","MBS LOGISTICS LTD.","Freight & Customs (incl. taxes)","","paid","FALSE","10,17 EUR_10.07.2026_Hangzhou Miqiu Internet Technology Co., Ltd.pdf","","PO1-Wave4-Container2-Jello, PO1-Wave4-Container2-Mixer, PO1-Wave4-Container2-Straw"
"TXN-0117","2026-08-27","2026-08-27","vendor payment","545.73","EUR","","545.73","Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","794.96 EUR_14.07.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0118","2026-08-27","2026-08-27","vendor payment","798.46","EUR","","798.46","Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","2349.31 EUR_13.07.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0119","2026-08-27","2026-08-27","vendor payment","646.15","EUR","","646.15","Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","779.65 EUR_16.07.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0120","2026-08-27","2026-08-27","vendor payment","1236.32","EUR","","1236.32","Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","883.51 EUR_15.07.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0121","2026-08-27","2026-08-27","vendor payment","423","EUR","","423","Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","709,62 EUR_10.07.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0122","2026-08-28","2026-08-28","vendor payment","15719.08","EUR","","15719.08","An LMAR GmbH","Freight & Customs (incl. taxes)","","paid","FALSE","571.98 EUR_22.07.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","","PO1-Wave4-Container2-Jello, PO1-Wave4-Container2-Mixer, PO1-Wave4-Container2-Straw"
"TXN-0123","2026-08-28","2026-08-28","vendor payment","276","USD","0.8589","237.0564","An SGS-CSTC Standards Technical Services Co.,Ltd.","Inspection","","paid","FALSE","598.40 EUR_23.07.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0124","2026-08-31","2026-08-31","vendor payment","33320","EUR","","33320","An Guangzhou Lvmengkang Pharmaceutical Technology Co., Ltd.","Goods","","paid","FALSE","609.29 EUR_17.07.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","","PO2 Jello"
"TXN-0125","2026-08-31","2026-08-31","vendor payment","96998.62","EUR","","96998.62","An Guangzhou Lvmengkang Pharmaceutical Technology Co., Ltd.","Goods","","paid","FALSE","686,44 EUR_18.07.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0126","2026-09-03","2026-09-03","vendor payment","12727.12","EUR","","12727.12","Deutsche Post AG","Last Mile","","paid","FALSE","1 395,91 EUR_31.08.2026_DHL Paket GmbH.pdf","",""
"TXN-0127","2026-09-03","2026-09-03","vendor payment","1395.91","EUR","","1395.91","Deutsche Post AG","Last Mile","","paid","FALSE","439,11 EUR_05.08.2026_take-e-way.pdf","",""
"TXN-0128","2026-09-03","2026-09-03","vendor payment","601.97","EUR","","601.97","An Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","601.97 EUR_28.08.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0129","2026-09-03","2026-09-03","vendor payment","1818.62","EUR","","1818.62","An Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","1818.62  EUR_31.08.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0130","2026-09-03","2026-09-03","vendor payment","606.74","EUR","","606.74","An Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","606.74 EUR_03.09.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0131","2026-09-03","2026-09-03","vendor payment","609.43","EUR","","609.43","An Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","609.43 EUR_01.09.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0132","2026-09-03","2026-09-03","vendor payment","620.06","EUR","","620.06","An Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","620.06 EUR_02.09.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0133","2026-09-04","2026-09-04","vendor payment","183.36","EUR","","183.36","Deutsche Post AG","Last Mile","","paid","FALSE","183,36 EUR_31.08.2026_Deutsche Post AG.pdf","",""
"TXN-0134","2026-09-04","2026-09-04","vendor payment","1559","EUR","","1559","Deutsche Post AG","Last Mile","","paid","FALSE","1 559,00 EUR_31.08.2026_Deutsche Post AG.pdf","",""
"TXN-0135","2026-09-04","2026-09-04","vendor payment","180","USD","0.8607","154.92600000000002","An Shanghai WEIPU Testing Technology Group Co., LTD.","Inspection","","paid","FALSE","180,00 USD_04.09.2026_Shanghai WEIPU Testing Technology Group Co., LTD.pdf","",""
"TXN-0136","2026-09-09","2026-09-09","vendor payment","325","USD","0.8596","279.37","An SGS-CSTC Standards Technical Services Co.,Ltd.","Inspection","","paid","FALSE","SGS-CSTC Standards Technical Services Co.,Ltd..pdf","",""
"TXN-0137","2026-09-09","2026-09-09","vendor payment","13214.95","EUR","","13214.95","An fly fulfillment GmbH","Fulfillment","","paid","FALSE","13 214,95 EUR_31.08.2026_fly fulfillment GmbH.pdf","",""
"TXN-0138","2026-09-09","2026-09-09","vendor payment","89490","USD","0.859","76871.91","An Red Kangaroo International Biotechnology (Guangzhou) Co., Ltd.","Goods","","paid","FALSE","298 300,00 USD_04.09.2026__Red Kangaroo International Biotechnology (Guangzhou) Co., Ltd..pdf","","PO3 Jello"
"TXN-0139","2026-09-10","2026-09-10","vendor payment","463.89","EUR","","463.89","An Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","463.89 EUR_10.09.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0140","2026-09-10","2026-09-10","vendor payment","486.84","EUR","","486.84","An Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","486.84 EUR_09.09.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0141","2026-09-10","2026-09-10","vendor payment","519.13","EUR","","519.13","An Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","519.13 EUR_08.09.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0142","2026-09-10","2026-09-10","vendor payment","1317.24","EUR","","1317.24","An Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","1317.24 EUR_07.09.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0143","2026-09-10","2026-09-10","vendor payment","509.1","EUR","","509.1","An Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","509.10 EUR_05.09.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0144","2026-09-10","2026-09-10","vendor payment","575.83","EUR","","575.83","An Hangzhou Miqiu Internet Technology Co., Ltd","Fulfillment","","paid","FALSE","575.83 EUR_04.09.2026_Hangzhou Miqiu Internet Technology Co.,Ltd.pdf","",""
"TXN-0145","2026-09-15","2026-09-15","vendor payment","1210.29","EUR","","1210.29","Deutsche Post AG","Last Mile","","paid","FALSE","1 210,29 EUR_10.09.2026_DHL Paket GmbH.pdf","",""
"TXN-0146","2026-09-15","2026-09-15","vendor payment","12863.89","EUR","","12863.89","Deutsche Post AG","Last Mile","","paid","FALSE","12 863,89 EUR_10.09.2026_DHL Paket GmbH.pdf","",""
"TXN-0147","2026-09-16","2026-09-16","vendor payment","928","USD","","0","Ningbo Xianger New Material Technology Co., Ltd.","Goods","","paid","FALSE","9 280,00 USD_27.07.2026_ Ningbo Xianger New Material Technology Co., Ltd.pdf","",""
"TXN-0148","2026-09-16","2026-09-16","vendor payment","207.71","EUR","","207.71","Deutsche Post AG","Last Mile","","paid","FALSE","207,71 EUR_10.09.2026_Deutsche Post AG.pdf","",""
"TXN-0149","2026-09-16","2026-09-16","vendor payment","1978.07","EUR","","1978.07","Deutsche Post AG","Last Mile","","paid","FALSE","1 978,07 EUR_10.09.2026_Deutsche Post AG.pdf","",""
"TXN-0150","2026-09-17","2026-09-17","vendor payment","8564.82","EUR","","8564.82","Expeditors International GmbH","Freight & Customs (incl. taxes)","","paid","FALSE","8 564,82 EUR_16.09.2026_Expeditors","",""
"TXN-0151","2026-09-17","2026-09-17","vendor payment","5451.65","EUR","","5451.65","Expeditors International GmbH","Freight & Customs (incl. taxes)","","paid","FALSE","5 451,65 EUR_16.09.2026_Expeditors","",""
"TXN-0152","2026-09-17","2026-09-17","vendor payment","7317.16","EUR","","7317.16","Expeditors International GmbH","Freight & Customs (incl. taxes)","","paid","FALSE","7 317,16 EUR_16.09.2026_Expeditors","",""
"TXN-0153","2026-09-17","2026-09-17","vendor payment","5451.65","EUR","","5451.65","Expeditors International GmbH","Freight & Customs (incl. taxes)","","paid","FALSE","5 451,65 EUR_16.09.2026_Expeditors Int'l","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
"","","","","","","","","","","","","FALSE","","",""
